_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
3661629,4155071,2017,2017,1960,PRIVATE,09,Davenport,500 GILBERT AVE,3,29,2017-10-11,64,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,4,N/A,3,3,3,5,3,3,4,N/A,3,3,N/A,S0921,43.6918123311,-79.4635662158,307721.469,4838873.59
3661630,4155070,2017,2017,1960,PRIVATE,09,Davenport,502 GILBERT AVE,3,23,2017-10-11,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,N/A,3,N/A,N/A,3,3,5,3,3,4,N/A,3,3,N/A,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
3661631,4154704,2017,2017,1958,PRIVATE,18,Willowdale,11 CHURCHILL AVE,3,17,2017-10-11,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,2,3,3,N/A,5,3,N/A,N1824,43.7734165941,-79.4148210265,311641.756,4847942.3
3661632,4154170,2017,2017,1958,PRIVATE,15,Don Valley West,6 GRANDSTAND PL,6,60,2017-10-11,74,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,N/A,5,4,N/A,3,3,5,3,3,4,4,4,4,N/A,N1533,43.7036201193,-79.3452607415,317255.92,4840196.318
3661633,4154710,2017,2017,1959,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2017-10-11,74,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,N/A,2,5,N/A,4,3,5,3,4,4,3,5,3,N/A,N1822,43.7746707581,-79.4407135856,309557.229,4848079.829
3661634,4155013,2017,2017,1930,PRIVATE,09,Davenport,240 NORTHCLIFFE BLVD,4,46,2017-10-11,59,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,2,N/A,S0925,43.6834994432,-79.4433736309,309349.814,4837950.959
3661635,4153525,2017,2017,1929,PRIVATE,13,Toronto Centre,40 EARL ST,5,39,2017-10-11,60,Evaluation needs to be conducted in 1 year,16,3,3,4,3,2,3,N/A,3,3,N/A,3,2,5,3,3,3,N/A,3,2,N/A,S1322,43.668807552,-79.375949676,314788.014,4836325.598
3661636,4155097,2017,2017,1951,PRIVATE,05,York South-Weston,40 CLEARVIEW HTS,4,37,2017-10-11,54,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,3,2,3,3,2,3,2,N/A,W0532,43.6930985864,-79.480237838,306377.496,4839016.071
3661637,4155098,2017,2017,1951,PRIVATE,05,York South-Weston,50 CLEARVIEW HTS,4,37,2017-10-11,54,Evaluation needs to be conducted in 1 year,17,2,2,3,3,3,3,N/A,3,N/A,2,3,3,5,2,3,3,2,2,2,N/A,W0532,43.693048881,-79.480938758,306320.732,4839011.492
3661638,4155099,2017,2017,1951,PRIVATE,05,York South-Weston,60 CLEARVIEW HTS,4,37,2017-10-11,59,Evaluation needs to be conducted in 1 year,17,4,2,3,4,4,2,N/A,2,N/A,2,4,3,5,2,3,3,3,2,2,N/A,W0532,43.692977471,-79.48134741,306287.792,4839003.552
3661639,4153524,2017,2017,1993,SOCIAL HOUSING,13,Toronto Centre,50 EARL ST,4,22,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,2,4,4,3,3,3,3,3,4,N/A,3,2,4,4,2,3,4,4,3,2,S1322,43.668855304,-79.375727382,314805.933,4836330.929
3661640,4155100,2017,2017,1951,PRIVATE,05,York South-Weston,70 CLEARVIEW HTS,4,47,2017-10-11,59,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,N/A,3,N/A,2,3,3,5,3,3,2,3,3,2,N/A,W0532,43.69279777,-79.481595405,306267.805,4838983.584
3661641,4155101,2017,2017,1951,PRIVATE,05,York South-Weston,80 CLEARVIEW HTS,4,36,2017-10-11,59,Evaluation needs to be conducted in 1 year,15,2,3,3,3,N/A,2,N/A,3,N/A,N/A,3,2,5,3,3,3,3,3,3,N/A,W0532,43.693064312,-79.482178967,306220.758,4839013.187
3661642,4152884,2017,2017,1980,PRIVATE,23,Scarborough North,30 KIMBERCROFT CRT,8,94,2017-10-11,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,3,4,N/A,4,3,5,4,4,4,4,4,4,4,E2332,43.7906958495,-79.2383755375,325839.991,4849891.516
3661643,4153208,2017,2017,1960,PRIVATE,11,University-Rosedale,145 ST GEORGE ST,12,130,2017-10-11,68,Evaluation needs to be conducted in 2 years,19,4,3,4,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,3,N/A,S1127,43.669080493,-79.399842813,312861.092,4836353.297
3661644,4153209,2017,2017,1968,PRIVATE,11,University-Rosedale,149 ST GEORGE ST,7,48,2017-10-11,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,N/A,4,3,3,3,4,5,3,3,3,4,3,3,N/A,S1127,43.669299729,-79.400091636,312840.999,4836377.628
3661645,4153487,2017,2017,1923,PRIVATE,13,Toronto Centre,33 MAITLAND ST,3,37,2017-10-11,63,Evaluation needs to be conducted in 1 year,14,3,3,3,2,N/A,3,N/A,4,N/A,N/A,3,4,3,3,3,3,N/A,4,3,N/A,S1326,43.663884679,-79.382638254,314249.384,4835777.947
3661646,4153492,2017,2017,1928,PRIVATE,13,Toronto Centre,58 MAITLAND ST,4,45,2017-10-11,68,Evaluation needs to be conducted in 2 years,15,3,3,3,3,3,2,N/A,4,N/A,N/A,3,3,5,3,4,4,N/A,4,4,N/A,S1326,43.664834954,-79.3811923705,314366.112,4835882.717
3661647,4153501,2017,2017,1965,PRIVATE,13,Toronto Centre,100 MAITLAND ST,18,102,2017-10-11,68,Evaluation needs to be conducted in 2 years,16,4,4,4,2,N/A,3,N/A,3,4,N/A,3,3,4,4,3,3,4,4,2,N/A,S1326,43.6650800354,-79.3796817748,314487.904,4835910.112
3661648,4154696,2017,2017,1965,PRIVATE,06,York Centre,535 SHEPPARD AVE W,12,83,2017-10-11,64,Evaluation needs to be conducted in 1 year,18,4,3,4,3,3,3,3,3,3,N/A,3,3,5,3,3,3,3,3,3,N/A,N0630,43.7559622326,-79.4343429276,310071.7,4846001.753
3661649,4154069,2017,2017,1960,PRIVATE,19,Beaches-East York,970 O'CONNOR DR,6,56,2017-10-11,72,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,2,4,3,4,3,4,4,5,4,3,3,3,3,3,N/A,S1921,43.7085449111,-79.3110644083,320010.786,4840749.181
3661650,4154562,2017,2017,1954,PRIVATE,08,Eglinton-Lawrence,10 SARANAC BLVD,4,26,2017-10-11,70,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,4,N/A,4,N/A,4,4,4,5,3,3,3,N/A,3,3,N/A,N0823,43.7212684664,-79.4331088491,310174.151,4842147.567
3661651,4154561,2017,2017,1954,PRIVATE,08,Eglinton-Lawrence,14 SARANAC BLVD,3,26,2017-10-11,68,Evaluation needs to be conducted in 2 years,16,3,3,4,3,3,4,N/A,3,N/A,3,4,4,5,3,3,3,N/A,3,3,N/A,N0823,43.7216167603,-79.4332571257,310162.173,4842186.251
3661652,4154557,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,42 SARANAC BLVD,3,28,2017-10-11,64,Evaluation needs to be conducted in 1 year,15,3,3,4,3,4,3,N/A,3,N/A,N/A,3,3,5,3,3,2,N/A,3,3,N/A,N0823,43.7232330003,-79.4317060695,310287.004,4842365.918
3661653,4154556,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,44 SARANAC BLVD,3,36,2017-10-11,59,Evaluation needs to be conducted in 1 year,16,3,3,4,2,3,3,2,3,N/A,N/A,2,3,3,4,3,3,N/A,3,3,N/A,N0823,43.7231632831,-79.4313421885,310316.328,4842358.197
3661654,4153220,2017,2017,1955,PRIVATE,11,University-Rosedale,224 ST GEORGE ST,9,91,2017-10-11,62,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,3,3,3,3,3,2,5,3,3,3,3,3,3,N/A,S1127,43.671416122,-79.401975537,312688.81,4836612.569
3661655,4153219,2017,2017,1969,PRIVATE,11,University-Rosedale,250 ST GEORGE ST,11,64,2017-10-11,72,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,3,4,3,5,N/A,4,4,5,3,3,3,3,3,4,N/A,S1127,43.672709905,-79.40239631,312654.72,4836756.26
3661656,4154555,2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,46 SARANAC BLVD,3,36,2017-10-11,65,Evaluation needs to be conducted in 1 year,15,3,3,4,2,3,3,N/A,3,N/A,N/A,3,3,5,4,3,3,N/A,4,3,N/A,N0823,43.723413773,-79.431088371,310336.756,4842386.043
3661657,4152816,2017,2017,1960,PRIVATE,24,Scarborough-Guildwood,550 SCARBOROUGH GOLF CLUB RD,12,200,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,4,3,4,3,4,1,3,1,4,3,4,3,5,4,3,3,4,3,1,N/A,E2430,43.7607487105,-79.2171129347,327562.47,4846570.122
3661658,4152819,2017,2017,1968,PRIVATE,24,Scarborough-Guildwood,567 SCARBOROUGH GOLF CLUB RD,16,224,2017-10-11,72,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,3,2,2,3,N/A,3,3,5,4,4,4,4,4,3,4,E2431,43.761339074,-79.2150743506,327726.39,4846636.265
3661659,4153349,2017,2017,1982,SOCIAL HOUSING,12,Toronto-St. Paul's,707 ST CLAIR AVE W,7,130,2017-10-11,87,Evaluation needs to be conducted in 3 years,18,4,4,5,4,4,4,4,4,4,N/A,5,5,5,4,4,4,N/A,5,4,5,S1234,43.6812230253,-79.4266148086,310701.202,4837699.114
3661660,4153351,2017,2017,1921,PRIVATE,12,Toronto-St. Paul's,781 ST CLAIR AVE W,3,16,2017-10-11,73,Evaluation needs to be conducted in 2 years,15,4,4,4,4,3,3,N/A,4,N/A,N/A,4,4,3,4,3,3,N/A,4,4,N/A,S1234,43.6806801343,-79.4292316793,310490.25,4837638.626
3661661,4153114,2017,2017,1957,PRIVATE,09,Davenport,917 ST CLAIR AVE W,3,16,2017-10-11,63,Evaluation needs to be conducted in 1 year,14,3,3,3,3,N/A,3,N/A,4,N/A,N/A,3,3,5,3,3,3,N/A,2,3,N/A,S0928,43.679643941,-79.434130411,310095.081,4837524.129
3661662,4153803,2017,2017,1964,PRIVATE,12,Toronto-St. Paul's,245 ROEHAMPTON AVE,15,83,2017-10-11,74,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,3,4,4,3,4,5,3,3,4,4,3,3,N/A,S1221,43.709160334,-79.391292239,313544.918,4840806.994
3661663,4154695,2017,2017,1966,PRIVATE,06,York Centre,555 SHEPPARD AVE W,12,112,2017-10-11,64,Evaluation needs to be conducted in 1 year,19,4,3,4,3,4,4,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,N0630,43.755642859,-79.4356157794,309969.237,4845966.2
3661664,4154067,2017,2017,1960,PRIVATE,19,Beaches-East York,2890 ST CLAIR AVE E,4,31,2017-10-11,65,Evaluation needs to be conducted in 1 year,17,3,3,2,2,3,4,N/A,5,N/A,3,3,3,5,3,3,4,4,2,3,N/A,S1924,43.707880094,-79.302844655,320715.28,4840691.633
3661665,4154063,2017,2017,1956,PRIVATE,19,Beaches-East York,2920 ST CLAIR AVE E,4,15,2017-10-11,63,Evaluation needs to be conducted in 1 year,16,3,4,4,2,3,2,N/A,4,N/A,N/A,2,2,5,4,3,2,4,3,3,N/A,S1924,43.708477676,-79.3002028238,320886.13,4840743.72
3661666,4154863,2017,2017,1956,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,2017-10-11,64,Evaluation needs to be conducted in 1 year,17,3,2,4,3,3,3,N/A,3,3,N/A,3,3,5,3,2,4,4,3,3,N/A,N1628,43.7295535678,-79.3051792736,320479.575,4843084.207
3661667,4154383,2017,2017,1970,PRIVATE,06,York Centre,1265 WILSON AVE,4,61,2017-10-11,74,Evaluation needs to be conducted in 2 years,18,3,4,4,4,4,4,4,3,3,N/A,4,4,5,4,3,4,3,4,3,N/A,N0631,43.723806203,-79.492097765,305420.909,4842428.319
3661668,4154382,2017,2017,1968,PRIVATE,06,York Centre,1277 WILSON AVE,4,80,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,4,3,4,2,4,4,2,3,3,3,3,3,5,3,3,3,2,3,3,N/A,N0631,43.723649067,-79.492914942,305355.071,4842410.858
3661669,4154406,2017,2017,1968,PRIVATE,06,York Centre,1330 WILSON AVE,4,27,2017-10-11,76,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,N/A,4,4,N/A,4,4,5,4,3,4,3,4,4,N/A,N0627,43.7237259106,-79.4964873022,305067.523,4842418.431
3661670,4154393,2017,2017,1958,PRIVATE,06,York Centre,1395 WILSON AVE,4,35,2017-10-11,77,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,4,3,4,N/A,3,4,4,5,4,4,4,4,4,3,N/A,N0631,43.7215142394,-79.5008149928,304718.854,4842172.729
3661671,4153340,2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,345 ST CLAIR AVE W,4,15,2017-10-11,71,Evaluation needs to be conducted in 2 years,15,3,3,4,2,3,4,N/A,4,N/A,N/A,3,3,5,4,4,3,N/A,4,4,N/A,S1236,43.6842405143,-79.4116176413,311910.078,4838035.533
3661672,4153342,2017,2017,1969,PRIVATE,12,Toronto-St. Paul's,355 ST CLAIR AVE W,24,168,2017-10-11,87,Evaluation needs to be conducted in 3 years,20,5,5,5,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,S1236,43.683892245,-79.412785124,311815.717,4837997.694
3661673,4229124,2017,2017,1955,PRIVATE,09,Davenport,12 RUSHOLME DR,4,29,2017-10-11,70,Evaluation needs to be conducted in 2 years,16,4,3,3,3,5,4,N/A,3,N/A,4,4,3,5,3,3,3,N/A,3,3,N/A,S0934,43.6500598617,-79.4285544502,310547.845,4834236.883
3661674,4153155,2017,2017,1955,PRIVATE,09,Davenport,14 RUSHOLME DR,4,22,2017-10-11,69,Evaluation needs to be conducted in 2 years,16,4,4,3,3,5,3,N/A,3,N/A,3,4,3,5,3,3,3,N/A,3,3,N/A,S0934,43.6502558347,-79.4286011017,310544.063,4834258.652
3661675,4154505,2017,2017,1957,PRIVATE,08,Eglinton-Lawrence,8 WASDALE CRES,3,10,2017-10-11,60,Evaluation needs to be conducted in 1 year,16,3,3,4,3,3,2,N/A,3,N/A,N/A,2,3,5,4,2,3,3,3,2,N/A,N0823,43.7312468474,-79.4350947761,310013.27,4843255.994
3661676,4154553,2017,2017,1984,SOCIAL HOUSING,08,Eglinton-Lawrence,3270 BATHURST ST,8,160,2017-10-11,68,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,3,3,2,4,N/A,3,3,5,3,3,3,N/A,3,3,4,N0823,43.7242397446,-79.4314621221,310306.569,4842477.78
3661677,4154547,2017,2017,1955,PRIVATE,08,Eglinton-Lawrence,35 WASDALE CRES,3,10,2017-10-11,56,Evaluation needs to be conducted in 1 year,16,3,2,2,3,4,2,N/A,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N0823,43.7307226236,-79.434896794,310029.266,4843197.77
3661678,4167679,2017,2017,2008,PRIVATE,15,Don Valley West,220 REDPATH AVE,8,72,2017-10-11,81,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,N1526,43.71127211,-79.394418315,313305.716,4840999.4
3661679,4155064,2017,2017,1960,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,2017-10-11,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,5,4,4,4,N/A,4,3,N/A,S0922,43.6929377292,-79.454744586,308432.533,4838998.971
3661680,4154864,2017,2017,1955,PRIVATE,16,Don Valley East,2 BIGGIN CRT,4,77,2017-10-11,64,Evaluation needs to be conducted in 1 year,18,4,3,4,3,3,3,N/A,4,3,3,3,3,4,3,2,3,4,3,3,N/A,N1628,43.7290550556,-79.3049498934,320498.183,4843028.87
3661681,4154866,2017,2017,1955,PRIVATE,16,Don Valley East,5 BIGGIN CRT,4,65,2017-10-11,63,Evaluation needs to be conducted in 1 year,19,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,4,3,2,N/A,N1628,43.7279966031,-79.3068020912,320349.24,4842910.937
3661682,4154865,2017,2017,1951,PRIVATE,16,Don Valley East,7 BIGGIN CRT,4,66,2017-10-11,67,Evaluation needs to be conducted in 2 years,18,3,4,4,3,3,3,N/A,3,3,3,3,3,5,4,3,3,4,3,3,N/A,N1628,43.728756862,-79.3062091197,320396.815,4842995.508
3661683,4154701,2017,2017,1967,PRIVATE,18,Willowdale,325 BOGERT AVE,6,418,2017-10-11,79,Evaluation needs to be conducted in 2 years,19,4,3,5,4,5,4,3,4,4,N/A,3,4,5,4,4,3,4,5,3,4,N1827,43.757066149,-79.426922307,310668.885,4846125.843
3661684,4155073,2017,2017,1970,PRIVATE,09,Davenport,478 CALEDONIA RD,3,20,2017-10-11,51,Evaluation needs to be conducted in 1 year,16,2,2,3,3,2,2,N/A,3,N/A,2,3,2,4,3,2,3,N/A,3,2,N/A,S0921,43.6893077444,-79.4610170083,307927.075,4838595.44
3661685,4153808,2017,2017,1959,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2017-10-11,79,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,4,N/A,4,N/A,4,4,4,5,4,4,4,3,4,4,N/A,N1537,43.7096715692,-79.3877050261,313834.207,4840863.223
3661686,4152703,2017,2017,1968,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2017-10-11,73,Evaluation needs to be conducted in 2 years,18,4,4,4,2,4,4,3,4,4,N/A,3,4,5,4,3,3,4,4,3,N/A,E2133,43.7475535553,-79.282547131,322297.586,4845088.397
3661687,4154717,2017,2017,1970,PRIVATE,18,Willowdale,5754 YONGE ST,12,118,2017-10-11,58,Evaluation needs to be conducted in 1 year,18,3,2,3,2,3,2,2,2,4,N/A,2,2,3,3,3,3,5,5,3,N/A,N1822,43.7833043666,-79.4169610775,311468.369,4849040.654
3661688,4154173,2017,2017,1959,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2017-10-11,73,Evaluation needs to be conducted in 2 years,17,3,3,2,4,3,4,N/A,4,4,N/A,3,4,5,4,4,3,4,4,4,N/A,N1533,43.7037023569,-79.3467690026,317134.342,4840205.228
3661689,4154291,2017,2017,1961,PRIVATE,05,York South-Weston,2110 KEELE ST,9,93,2017-10-10,62,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,3,3,3,N/A,3,3,5,3,3,3,3,3,3,N/A,W0529,43.6999973614,-79.4766756216,306664.46,4839782.551
3661690,4155551,2017,2017,1963,PRIVATE,03,Etobicoke-Lakeshore,240 LAKE PROMENADE,7,118,2017-10-10,60,Evaluation needs to be conducted in 1 year,19,3,3,3,3,2,3,2,3,3,N/A,3,2,4,3,3,3,4,4,3,3,W0334,43.589265093,-79.531395181,302249.051,4827481.981
3661691,4154271,2017,2017,1967,PRIVATE,07,Humber River-Black Creek,4500 JANE ST,14,163,2017-10-10,64,Evaluation needs to be conducted in 1 year,18,4,3,3,3,3,4,3,2,5,N/A,3,3,5,2,2,4,2,4,3,N/A,W0724,43.7664686055,-79.5204750811,303136.099,4847167.134
3661692,4153420,2017,2017,1903,PRIVATE,11,University-Rosedale,162 HURON ST,4,18,2017-10-10,53,Evaluation needs to be conducted in 1 year,15,3,3,2,2,4,3,N/A,2,N/A,N/A,2,2,3,3,3,2,N/A,3,3,N/A,S1144,43.6572165496,-79.3980741814,313005.623,4835034.499
3661693,4153046,2017,2017,1960,PRIVATE,04,Parkdale-High Park,83 INDIAN RD,5,21,2017-10-10,58,Evaluation needs to be conducted in 1 year,17,3,3,3,3,2,2,N/A,3,3,N/A,3,1,5,3,3,3,3,3,3,N/A,S0434,43.6422400128,-79.4533563133,308547.591,4833366.778
3661694,4153047,2017,2017,1970,PRIVATE,04,Parkdale-High Park,109 INDIAN RD,8,38,2017-10-10,65,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,2,3,4,3,3,3,5,4,3,3,4,3,3,N/A,S0434,43.6433287042,-79.4525126324,308615.591,4833487.768
3661695,4168808,2017,2017,1955,PRIVATE,04,Parkdale-High Park,23 JANE ST,3,18,2017-10-10,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,N/A,3,2,N/A,S0426,43.6500799543,-79.484335634,306048.009,4834236.904
3661696,4152919,2017,2017,1910,PRIVATE,04,Parkdale-High Park,29 JANE ST,3,18,2017-10-10,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,N/A,4,N/A,N/A,3,2,5,3,4,4,N/A,4,3,N/A,S0426,43.6502220463,-79.4843917868,306043.476,4834252.689
3661697,4152929,2017,2017,1965,PRIVATE,04,Parkdale-High Park,60 MOUNTVIEW AVE,16,221,2017-10-10,71,Evaluation needs to be conducted in 2 years,18,4,3,4,2,4,3,3,3,4,N/A,4,4,3,4,4,3,4,4,4,N/A,S0428,43.6568780412,-79.4624258737,307815.135,4834992.653
3661698,4155549,2017,2017,1963,PRIVATE,03,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2017-10-10,63,Evaluation needs to be conducted in 1 year,20,3,3,3,3,3,2,2,3,3,3,3,2,5,4,3,3,4,4,4,3,W0334,43.589738824,-79.529723711,302384.039,4827534.559
3661699,4155550,2017,2017,1964,PRIVATE,03,Etobicoke-Lakeshore,230 LAKE PROMENADE,7,118,2017-10-10,59,Evaluation needs to be conducted in 1 year,19,3,3,3,3,2,2,3,3,3,N/A,2,2,5,3,3,3,4,3,3,3,W0334,43.589470147,-79.530535447,302318.482,4827504.735
3661700,4154599,2017,2017,1957,PRIVATE,06,York Centre,8 ROSSEAU RD,3,11,2017-10-10,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,4,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,N0629,43.7416546097,-79.4370809747,309852.398,4844412.083
3661701,4152931,2017,2017,1965,PRIVATE,04,Parkdale-High Park,22 OAKMOUNT RD,17,216,2017-10-10,67,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,3,3,4,3,N/A,3,3,5,3,4,4,4,3,2,N/A,S0428,43.6551760526,-79.4635445637,307724.991,4834803.534
3661702,4156354,2017,2017,1965,PRIVATE,04,Parkdale-High Park,45 OAKMOUNT RD,15,221,2017-10-10,72,Evaluation needs to be conducted in 2 years,18,4,3,4,2,4,3,4,3,4,N/A,4,4,2,4,4,4,4,4,4,N/A,S0428,43.6564105538,-79.4629896425,307769.685,4834940.698
3661703,4154265,2017,2017,1969,PRIVATE,07,Humber River-Black Creek,310 NISKA RD,13,167,2017-10-10,59,Evaluation needs to be conducted in 1 year,18,3,4,3,2,2,2,3,3,3,N/A,3,4,3,3,3,2,2,5,3,N/A,W0725,43.7651648539,-79.5094578761,304023.117,4847022.12
3661704,4154266,2017,2017,1974,PRIVATE,07,Humber River-Black Creek,320 NISKA RD,13,169,2017-10-10,68,Evaluation needs to be conducted in 2 years,19,3,4,4,3,2,4,4,4,3,3,3,4,3,3,3,4,4,5,2,N/A,W0725,43.7657384442,-79.5109534837,303902.707,4847085.858
3661705,4153226,2017,2017,1967,PRIVATE,11,University-Rosedale,191 ST GEORGE ST,10,105,2017-10-10,59,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,N/A,S1127,43.671558224,-79.401099408,312759.444,4836628.436
3661706,4153350,2017,2017,1986,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2017-10-10,80,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,4,4,5,N/A,4,4,5,4,4,4,4,4,4,4,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
3661707,4154583,2017,2017,1955,PRIVATE,06,York Centre,9 ROSSEAU RD,3,11,2017-10-10,59,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,2,2,5,3,3,3,N/A,3,3,N/A,N0629,43.7421552614,-79.4365679609,309893.677,4844467.728
3661708,4154598,2017,2017,1955,PRIVATE,06,York Centre,10 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,N0629,43.7418342537,-79.4371971572,309843.026,4844432.034
3661709,4154587,2017,2017,1955,PRIVATE,06,York Centre,19 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,N0629,43.7429016384,-79.4368905262,309867.637,4844550.629
3661710,4154588,2017,2017,1955,PRIVATE,06,York Centre,21 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,N/A,3,N/A,N/A,3,2,5,3,3,3,N/A,3,3,N/A,N0629,43.743072408,-79.4368800635,309868.466,4844569.601
3661711,4154387,2017,2017,1958,PRIVATE,06,York Centre,1515 WILSON AVE,4,55,2017-10-10,73,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,N/A,3,3,3,3,2,5,4,4,4,3,4,5,N/A,N0631,43.7208314192,-79.5060339376,304298.338,4842096.898
3661712,4154386,2017,2017,1958,PRIVATE,06,York Centre,1525 WILSON AVE,4,21,2017-10-10,68,Evaluation needs to be conducted in 2 years,16,3,4,4,2,3,4,N/A,4,N/A,N/A,4,2,5,2,4,4,2,3,4,N/A,N0631,43.7207617209,-79.5064382692,304265.757,4842089.159
3661713,4154880,2017,2017,1987,SOCIAL HOUSING,16,Don Valley East,1684 VICTORIA PARK AVE,8,112,2017-10-10,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,N/A,4,4,5,4,3,3,4,4,4,4,N1628,43.7328892774,-79.3065969199,320364.514,4843454.521
3661714,4154879,2017,2017,1966,PRIVATE,16,Don Valley East,1698 VICTORIA PARK AVE,5,52,2017-10-10,64,Evaluation needs to be conducted in 1 year,18,3,3,3,3,4,3,N/A,3,3,4,2,4,4,4,2,3,4,4,2,N/A,N1628,43.7337528982,-79.3068920324,320340.518,4843550.409
3661715,4154540,2017,2017,1956,PRIVATE,08,Eglinton-Lawrence,67 WASDALE CRES,3,11,2017-10-10,59,Evaluation needs to be conducted in 1 year,16,3,2,3,3,2,3,N/A,3,N/A,N/A,3,3,5,3,3,2,3,3,3,N/A,N0823,43.7300610328,-79.4379110526,309786.492,4843124.078
